age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
25,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,20,United-States,<=50K
58,Private,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,29,United-States,<=50K
76,Self-emp-not-inc,5th-6th,5,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,China,<=50K
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,11189,0,64,United-States,>50K
45,Private,Bachelors,13,Divorced,Prof-specialty,Husband,White,Male,0,0,43,United-States,<=50K
32,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,1625,40,United-States,<=50K
21,State-gov,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,19,United-States,>50K
29,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,6031,0,40,United-States,<=50K
43,Self-emp-inc,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,<=50K
53,Private,HS-grad,9,Widowed,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
51,Local-gov,Assoc-acdm,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1552,55,United-States,>50K
34,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,4743,0,60,United-States,>50K
46,Local-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,Other,Male,0,1965,50,United-States,<=50K
41,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,58,Dominican-Republic,<=50K
32,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Female,0,0,78,United-States,<=50K
60,Private,Assoc-acdm,7,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,9961,0,44,Cuba,>50K
22,Private,10th,13,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
59,Private,Bachelors,13,Divorced,Prof-specialty,Husband,White,Male,0,1802,40,United-States,<=50K
18,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
54,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
67,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1484,59,United-States,>50K
57,Private,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Dominican-Republic,<=50K
29,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,29,United-States,<=50K
26,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
47,Private,Some-college,6,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,Laos,<=50K
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,0,1486,44,United-States,<=50K
40,Self-emp-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1394,40,United-States,>50K
27,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
63,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,0,1694,10,United-States,<=50K
29,Local-gov,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,49,United-States,<=50K
25,Self-emp-inc,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,11,Germany,<=50K
30,Private,Some-college,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
61,Private,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Male,0,0,18,United-States,<=50K
26,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,47,United-States,<=50K
27,Private,HS-grad,9,Separated,Farming-fishing,Own-child,White,Male,0,0,40,Dominican-Republic,<=50K
50,Self-emp-not-inc,Doctorate,15,Married-civ-spouse,Craft-repair,Husband,White,Male,5342,1609,49,United-States,>50K
28,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,6767,0,40,United-States,<=50K
23,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
20,Private,Masters,5,Married-spouse-absent,Craft-repair,Not-in-family,Other,Female,0,0,40,United-States,<=50K
19,Private,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,0,0,69,United-States,<=50K
44,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,49,United-States,>50K
27,Private,Assoc-voc,14,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,49,United-States,<=50K
58,Private,5th-6th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Haiti,<=50K
26,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,12032,1650,73,United-States,>50K
22,Private,Assoc-voc,7,Never-married,Craft-repair,Own-child,White,Female,0,0,36,United-States,<=50K
65,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,18,Mexico,<=50K
41,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,>50K
37,Private,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,Some-college,10,Married-AF-spouse,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
43,Private,Masters,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,57,United-States,>50K
29,Private,HS-grad,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,9,United-States,<=50K
65,Private,Preschool,2,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,40,Dominican-Republic,<=50K
29,Private,Some-college,10,Divorced,Sales,Not-in-family,Black,Male,0,0,34,Taiwan,<=50K
22,Private,12th,10,Never-married,Other-service,Other-relative,Black,Male,0,0,13,Hong,<=50K
57,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,El-Salvador,<=50K
35,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
28,Self-emp-inc,Some-college,11,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,44,United-States,<=50K
44,Private,Prof-school,16,Married-civ-spouse,Adm-clerical,Husband,White,Male,38789,1721,50,United-States,>50K
21,Private,Some-college,10,Divorced,Exec-managerial,Own-child,White,Female,0,0,11,United-States,<=50K
45,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
41,Self-emp-inc,Masters,9,Married-civ-spouse,Sales,Wife,White,Male,0,1932,40,United-States,>50K
51,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
19,Private,Assoc-voc,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,49,United-States,<=50K
35,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,Japan,<=50K
53,Without-pay,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,Other,Male,0,0,40,United-States,<=50K
41,Local-gov,7th-8th,12,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Peru,<=50K
29,Local-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
69,Private,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,44,United-States,<=50K
44,Local-gov,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
27,Private,Preschool,3,Married-spouse-absent,Priv-house-serv,Other-relative,Black,Male,0,0,40,United-States,<=50K
34,Private,11th,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
52,State-gov,Masters,9,Separated,Prof-specialty,Unmarried,White,Female,0,0,80,United-States,>50K
32,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,India,<=50K
34,Local-gov,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,>50K
19,Private,Some-college,10,Married-spouse-absent,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,40,Puerto-Rico,<=50K
59,Private,10th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
29,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,34,United-States,<=50K
51,Private,Masters,15,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,1669,17,United-States,<=50K
50,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,58,United-States,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
52,Private,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,14,Mexico,<=50K
21,Private,Assoc-acdm,7,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,22,United-States,<=50K
62,Private,9th,4,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Thailand,<=50K
26,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
19,Private,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,11,United-States,<=50K
54,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
24,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Philippines,>50K
39,Private,Preschool,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,Dominican-Republic,<=50K
59,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,64,United-States,>50K
21,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
52,Private,7th-8th,5,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,Mexico,<=50K
42,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Female,0,0,29,United-States,<=50K
51,Private,HS-grad,9,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,40,United-States,<=50K
23,Private,Bachelors,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
48,Local-gov,HS-grad,9,Divorced,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
51,Private,5th-6th,5,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,Outlying-US(Guam-USVI-etc),<=50K
62,Private,9th,4,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,30,Poland,<=50K
63,State-gov,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,8128,0,40,El-Salvador,<=50K
48,Private,Some-college,16,Married-civ-spouse,Sales,Husband,White,Male,0,0,61,United-States,>50K
58,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
48,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1475,43,United-States,>50K
31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1953,49,United-States,<=50K
51,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,29,United-States,<=50K
43,Private,Assoc-voc,11,Married-spouse-absent,Sales,Unmarried,White,Male,4751,0,45,United-States,>50K
52,Private,10th,3,Never-married,Prof-specialty,Wife,White,Female,0,0,30,Ecuador,<=50K
35,Private,Assoc-voc,16,Divorced,Protective-serv,Husband,Asian-Pac-Islander,Male,6884,0,40,United-States,<=50K
29,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
23,Federal-gov,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,44,United-States,>50K
29,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
18,Private,11th,9,Never-married,Craft-repair,Own-child,White,Female,0,0,11,United-States,<=50K
54,Private,Some-college,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4122,1918,40,United-States,<=50K
24,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,10,United-States,<=50K
26,Local-gov,HS-grad,9,Divorced,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
26,Private,Some-college,10,Widowed,Sales,Own-child,White,Female,0,0,40,United-States,>50K
41,Local-gov,Prof-school,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,68,United-States,>50K
21,Private,7th-8th,7,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,31,Thailand,<=50K
56,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,60,Germany,>50K
19,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,China,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,<=50K
35,Private,Bachelors,9,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,6080,0,40,United-States,<=50K
36,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Peru,<=50K
26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,49,Taiwan,<=50K
52,Self-emp-inc,Masters,6,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,44,United-States,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,>50K
52,Private,1st-4th,4,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,Italy,<=50K
29,Private,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,22,United-States,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1882,55,United-States,<=50K
30,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,Italy,>50K
34,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
40,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
47,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,49,United-States,>50K
21,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,16,United-States,<=50K
22,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,1625,49,United-States,<=50K
57,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Own-child,Other,Male,0,0,40,Taiwan,<=50K
30,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,El-Salvador,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,>50K
47,Private,5th-6th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Jamaica,>50K
38,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
31,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,57,United-States,>50K
43,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,8159,0,40,South,<=50K
23,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1846,40,United-States,<=50K
61,Private,Assoc-voc,16,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,Thailand,<=50K
30,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1724,40,United-States,>50K
34,Self-emp-inc,Assoc-acdm,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,57,United-States,>50K
32,Private,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,11,United-States,<=50K
31,Private,HS-grad,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Portugal,<=50K
39,State-gov,Masters,10,Divorced,Exec-managerial,Unmarried,White,Female,63838,0,40,United-States,<=50K
51,Private,Assoc-voc,4,Married-civ-spouse,Other-service,Husband,White,Male,7475,2053,40,Cuba,<=50K
19,Private,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,13,United-States,<=50K
19,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States,>50K
51,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,57,United-States,<=50K
35,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
24,Private,1st-4th,3,Never-married,Adm-clerical,Own-child,Black,Female,0,0,30,United-States,<=50K
28,Private,Some-college,5,Married-civ-spouse,Craft-repair,Own-child,White,Male,5374,0,40,England,<=50K
39,Local-gov,Some-college,10,Widowed,Prof-specialty,Not-in-family,Black,Female,0,0,10,United-States,<=50K
55,Private,7th-8th,4,Married-spouse-absent,Farming-fishing,Unmarried,Other,Male,0,0,44,El-Salvador,<=50K
49,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
52,Private,HS-grad,9,Widowed,Other-service,Wife,Black,Female,0,0,40,El-Salvador,<=50K
44,Private,Some-college,11,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,44,United-States,<=50K
61,Private,9th,4,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,40,China,<=50K
27,Private,10th,4,Married-civ-spouse,Other-service,Other-relative,Other,Male,0,0,35,Laos,<=50K
57,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
27,State-gov,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,49,United-States,<=50K
29,Private,Some-college,10,Divorced,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28,Private,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
41,Without-pay,Masters,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,50,United-States,>50K
26,Private,Bachelors,13,Never-married,Sales,Not-in-family,Black,Male,0,0,49,United-States,<=50K
34,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Other-relative,Black,Male,0,0,40,Puerto-Rico,<=50K
30,Private,Some-college,10,Never-married,Other-service,Other-relative,White,Male,0,0,21,United-States,<=50K
32,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
33,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1342,57,United-States,>50K
32,Without-pay,Bachelors,9,Never-married,Transport-moving,Husband,Black,Male,9330,0,40,Puerto-Rico,<=50K
42,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Unmarried,White,Male,0,0,49,United-States,<=50K
26,State-gov,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
38,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,11,United-States,<=50K
29,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
19,Private,12th,7,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States,<=50K
37,Private,Bachelors,3,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Female,0,0,40,Thailand,<=50K
25,Private,Assoc-acdm,12,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Cuba,<=50K
23,Private,HS-grad,11,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
53,Private,Assoc-voc,14,Divorced,Craft-repair,Not-in-family,White,Female,8497,0,30,United-States,<=50K
30,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Haiti,<=50K
46,Private,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
54,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,1815,40,United-States,>50K
61,Private,Assoc-voc,9,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,10,United-States,<=50K
40,Private,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
45,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Female,0,0,40,Canada,>50K
21,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,11,United-States,<=50K
45,Private,5th-6th,5,Married-civ-spouse,Other-service,Wife,White,Male,0,1872,29,Ireland,<=50K
24,State-gov,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,1722,40,United-States,<=50K
40,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,<=50K
21,Self-emp-not-inc,11th,7,Never-married,Sales,Other-relative,White,Male,0,0,15,United-States,<=50K
76,Self-emp-not-inc,Some-college,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
49,Self-emp-inc,Assoc-acdm,11,Married-civ-spouse,Transport-moving,Husband,White,Male,5914,1842,61,United-States,>50K
51,Federal-gov,Some-college,10,Widowed,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
49,Private,HS-grad,15,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1583,40,United-States,<=50K
77,Private,Masters,4,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
25,Private,Bachelors,13,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Female,0,0,55,India,<=50K
44,Private,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
38,Private,HS-grad,9,Separated,Machine-op-inspct,Other-relative,Black,Female,8134,0,40,United-States,<=50K
55,Self-emp-not-inc,Assoc-acdm,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,49,United-States,<=50K
20,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
53,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States,<=50K
50,Private,5th-6th,4,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,Yugoslavia,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,8199,0,40,United-States,<=50K
29,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,1529,40,Puerto-Rico,>50K
44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
59,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
29,Local-gov,Assoc-voc,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,14,United-States,<=50K
72,State-gov,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,Assoc-voc,11,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Female,0,0,40,Mexico,<=50K
49,Private,HS-grad,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1673,40,United-States,>50K
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,6269,1619,40,United-States,>50K
45,Self-emp-inc,Assoc-acdm,13,Married-civ-spouse,Tech-support,Husband,White,Male,6209,0,40,United-States,>50K
30,Private,5th-6th,5,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,55,Portugal,<=50K
28,Private,Assoc-voc,10,Never-married,Craft-repair,Own-child,White,Female,0,0,7,United-States,<=50K
46,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,>50K
62,Local-gov,Doctorate,9,Widowed,Other-service,Husband,Black,Female,0,0,40,Canada,<=50K
25,Private,Bachelors,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Italy,>50K
55,Private,Some-college,10,Never-married,Farming-fishing,Husband,White,Female,0,0,40,United-States,<=50K
51,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,49,United-States,<=50K
24,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Female,0,0,35,United-States,<=50K
73,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,57,United-States,>50K
58,Private,Masters,4,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,40,Canada,<=50K
30,Private,Bachelors,13,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,30,Hong,<=50K
53,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1864,40,United-States,<=50K
36,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,11,United-States,<=50K
31,Private,Doctorate,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,49,United-States,<=50K
48,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
25,Private,Bachelors,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1868,60,United-States,>50K
64,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
60,Private,HS-grad,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,32849,0,40,Germany,<=50K
28,Private,Some-college,11,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,11,United-States,<=50K
23,Private,HS-grad,7,Married-civ-spouse,Armed-Forces,Other-relative,White,Female,0,0,29,United-States,<=50K
37,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,8509,0,40,France,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Unmarried,Black,Female,9675,0,40,United-States,<=50K
22,Private,Assoc-voc,7,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Canada,<=50K
