age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
24,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,-49,-2,40,United-States,<=50K
48,Private,11th,7,Married-civ-spouse,Farming-fishing,Other-relative,Other,Female,-13,-1,40,Guatemala,<=50K
27,Private,1st-4th,7,Widowed,Priv-house-serv,Other-relative,Black,Female,-39,-1,30,Jamaica,<=50K
45,Private,11th,7,Never-married,Sales,Own-child,White,Female,2,1,40,Guatemala,<=50K
43,Self-emp-not-inc,Some-college,10,Divorced,Sales,Not-in-family,White,Male,-22,1,23,United-States,<=50K
70,Private,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,1,0,36,Poland,>50K
44,Private,Masters,14,Widowed,Exec-managerial,Unmarried,Black,Female,-10,0,36,United-States,<=50K
61,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,Black,Female,9,1,40,United-States,<=50K
39,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,-3,-2,40,United-States,<=50K
32,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,-14,0,40,United-States,<=50K
33,State-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,-2,0,50,United-States,<=50K
44,Private,9th,7,Never-married,Sales,Other-relative,Asian-Pac-Islander,Female,-49,-1,36,United-States,<=50K
31,Self-emp-not-inc,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,-42,-1,50,United-States,<=50K
52,Private,Some-college,10,Widowed,Sales,Husband,Black,Male,20,0,40,United-States,>50K
21,State-gov,Some-college,10,Never-married,Sales,Own-child,White,Male,3,0,21,United-States,<=50K
19,Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,-28,1,21,United-States,<=50K
39,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,-55,-1,50,United-States,<=50K
40,Private,10th,10,Married-civ-spouse,Tech-support,Husband,White,Male,-23,-1,40,United-States,<=50K
79,Self-emp-not-inc,Bachelors,15,Married-civ-spouse,Sales,Husband,White,Male,-26,0,44,United-States,<=50K
20,Private,Some-college,13,Married-civ-spouse,Tech-support,Own-child,White,Male,-55,-1,40,Mexico,<=50K
22,State-gov,Some-college,10,Never-married,Sales,Own-child,Black,Male,-15,-1,51,United-States,<=50K
18,Private,11th,7,Never-married,Sales,Own-child,White,Male,-46,0,13,United-States,<=50K
21,Private,10th,7,Never-married,Other-service,Not-in-family,White,Male,-19,0,36,United-States,<=50K
69,Private,Masters,9,Never-married,Other-service,Other-relative,White,Male,-11,-1,36,China,<=50K
63,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,-26,0,35,United-States,<=50K
36,Private,HS-grad,9,Widowed,Exec-managerial,Wife,White,Male,1794,1,59,United-States,>50K
42,Private,Bachelors,11,Married-civ-spouse,Protective-serv,Husband,White,Male,4,-1,69,United-States,>50K
50,Private,Some-college,10,Widowed,Exec-managerial,Unmarried,White,Female,52,0,36,United-States,<=50K
27,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,31,1,40,United-States,<=50K
72,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-71,2,60,United-States,<=50K
38,Private,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,9,-2,40,Vietnam,<=50K
28,Federal-gov,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Male,-33,0,40,Taiwan,<=50K
33,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,-4,0,40,United-States,<=50K
35,Private,10th,13,Never-married,Tech-support,Husband,White,Male,-25,1,40,Peru,<=50K
27,Without-pay,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,-34,0,40,United-States,<=50K
31,State-gov,Some-college,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,13,0,40,Vietnam,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-47,-1,40,United-States,<=50K
31,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Female,-46,2,40,Haiti,<=50K
20,Private,Some-college,10,Married-spouse-absent,Sales,Own-child,White,Male,-46,0,40,Mexico,<=50K
28,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,20,-1,49,United-States,<=50K
42,Private,Masters,11,Divorced,Adm-clerical,Not-in-family,White,Female,-38,-3,44,United-States,<=50K
38,State-gov,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,-21,-1,66,United-States,<=50K
33,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,8,0,58,United-States,<=50K
42,Self-emp-not-inc,Masters,14,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,-5,0,40,United-States,<=50K
28,Private,Some-college,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,-15,-1,40,United-States,<=50K
54,Private,11th,7,Never-married,Other-service,Other-relative,White,Female,-47,2010,37,El-Salvador,<=50K
39,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7426,-1,40,United-States,<=50K
64,Private,11th,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,28,2,40,Dominican-Republic,<=50K
64,Private,7th-8th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20,0,40,Mexico,<=50K
23,Private,Some-college,12,Never-married,Craft-repair,Not-in-family,White,Male,-28,2,61,United-States,<=50K
43,Federal-gov,HS-grad,13,Never-married,Sales,Not-in-family,White,Male,7928,1,40,United-States,<=50K
82,Self-emp-not-inc,7th-8th,15,Married-civ-spouse,Craft-repair,Husband,White,Male,-37,0,58,United-States,>50K
32,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,-43,0,40,United-States,<=50K
31,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,3255,0,40,United-States,<=50K
70,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Male,-7,2,40,United-States,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,-11,0,50,United-States,>50K
48,Local-gov,Assoc-voc,7,Divorced,Exec-managerial,Unmarried,White,Female,-17,-4,35,United-States,<=50K
47,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,-5,-2,40,United-States,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Own-child,White,Male,3388,0,22,United-States,<=50K
35,State-gov,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,-84,2,40,Ireland,<=50K
29,Private,HS-grad,9,Divorced,Transport-moving,Husband,White,Female,5,1,40,United-States,<=50K
57,Self-emp-inc,Masters,9,Divorced,Adm-clerical,Not-in-family,White,Female,14,0,36,United-States,>50K
49,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-35,0,40,United-States,>50K
50,Local-gov,HS-grad,13,Never-married,Exec-managerial,Not-in-family,White,Male,-51,1,40,United-States,<=50K
29,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-22,0,76,United-States,<=50K
65,Self-emp-not-inc,Assoc-acdm,12,Divorced,Handlers-cleaners,Not-in-family,White,Male,22,0,40,El-Salvador,<=50K
56,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,-29,1,40,United-States,<=50K
47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,-81,0,40,Philippines,<=50K
29,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,6624,5,40,United-States,<=50K
42,Local-gov,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,15,-1,40,India,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,-41,2,44,United-States,<=50K
20,Private,11th,10,Never-married,Sales,Not-in-family,White,Male,-46,1,40,United-States,<=50K
22,Local-gov,HS-grad,9,Never-married,Sales,Not-in-family,Black,Female,1,3,35,United-States,<=50K
28,State-gov,Some-college,10,Never-married,Sales,Own-child,White,Male,-72,0,40,United-States,<=50K
64,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7,3,50,United-States,>50K
44,Private,Assoc-acdm,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,32,2,40,Japan,<=50K
36,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,-8,1,40,United-States,<=50K
23,State-gov,HS-grad,7,Never-married,Sales,Not-in-family,White,Female,-36,-1,36,United-States,<=50K
64,Private,9th,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,-16,1,40,El-Salvador,<=50K
30,Private,Assoc-acdm,9,Divorced,Craft-repair,Unmarried,White,Female,-36,0,36,United-States,<=50K
57,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,-18,-1,40,India,<=50K
51,Private,10th,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,-92,3,50,United-States,<=50K
39,Self-emp-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2,40,United-States,>50K
28,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,-58,1,40,United-States,<=50K
61,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Female,-3,0,40,Poland,<=50K
20,Federal-gov,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,2846,-1,14,United-States,<=50K
59,Private,10th,4,Married-civ-spouse,Tech-support,Husband,White,Female,-27,0,40,United-States,<=50K
47,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,-66,1,40,Dominican-Republic,<=50K
25,Private,11th,7,Never-married,Other-service,Own-child,White,Female,-24,0,20,Laos,<=50K
21,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,-1,0,59,United-States,<=50K
39,Private,Assoc-voc,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-53,1,40,United-States,<=50K
50,Private,1st-4th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-21,-1,40,South,<=50K
55,Private,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,White,Female,23,0,40,United-States,<=50K
26,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,-10,-1,49,United-States,<=50K
58,Private,11th,3,Divorced,Sales,Not-in-family,White,Female,39,0,40,United-States,<=50K
28,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,-109,-1,30,United-States,<=50K
49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,-24,-3,44,United-States,>50K
62,Private,7th-8th,3,Married-civ-spouse,Other-service,Husband,Other,Male,-17,0,40,Mexico,<=50K
44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,-11,-2,35,United-States,>50K
55,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-45,-2,40,United-States,<=50K
28,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,-55,1,45,United-States,<=50K
34,State-gov,Bachelors,13,Never-married,Exec-managerial,Husband,White,Male,-48,0,40,Philippines,<=50K
37,Private,HS-grad,9,Never-married,Transport-moving,Husband,White,Male,-19,3,30,United-States,<=50K
32,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Male,7,0,30,Poland,<=50K
21,Federal-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,-11,-1,40,United-States,<=50K
30,Private,7th-8th,7,Married-spouse-absent,Other-service,Own-child,Other,Male,-3,1,13,Mexico,<=50K
39,Private,7th-8th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,-1,2,40,Mexico,<=50K
31,Federal-gov,Bachelors,13,Never-married,Exec-managerial,Husband,White,Male,-64,-2,50,United-States,>50K
64,Private,Assoc-acdm,10,Never-married,Other-service,Not-in-family,White,Male,47,2,49,United-States,<=50K
52,Private,1st-4th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,-86,0,49,United-States,<=50K
42,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,-54,-1,40,United-States,<=50K
41,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,29,0,49,United-States,>50K
42,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,-12,-1,35,United-States,>50K
56,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,-14,-1,35,Philippines,>50K
39,Self-emp-inc,Bachelors,9,Married-civ-spouse,Sales,Husband,Black,Male,-30,0,40,United-States,>50K
63,State-gov,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,-2,-1,40,United-States,<=50K
56,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,14309,1834,68,United-States,>50K
21,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,-38,-1,40,United-States,<=50K
66,Private,Preschool,2,Married-civ-spouse,Other-service,Not-in-family,White,Female,10,1,40,Jamaica,<=50K
22,Private,11th,7,Never-married,Other-service,Own-child,White,Male,-73,1,50,United-States,<=50K
37,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,-19,0,40,United-States,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,-37,2,40,United-States,<=50K
50,Private,Some-college,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7557,0,40,United-States,>50K
47,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15105,0,50,United-States,>50K
28,State-gov,HS-grad,14,Divorced,Sales,Unmarried,White,Female,-5,2,40,Philippines,<=50K
38,State-gov,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,-25,1,30,United-States,<=50K
19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,13,0,40,United-States,<=50K
22,Private,10th,7,Never-married,Priv-house-serv,Not-in-family,White,Female,22,-1,17,Jamaica,<=50K
52,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-3,2,40,United-States,>50K
54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-30,-3,40,United-States,<=50K
37,Federal-gov,Assoc-acdm,12,Divorced,Handlers-cleaners,Not-in-family,White,Male,32,1,40,United-States,<=50K
57,Private,7th-8th,3,Married-civ-spouse,Other-service,Husband,White,Male,1,2,40,Mexico,<=50K
61,Self-emp-inc,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,-48,1,40,Cambodia,>50K
42,Private,Assoc-voc,13,Never-married,Craft-repair,Not-in-family,White,Male,-8,1,60,United-States,<=50K
42,State-gov,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,-47,1,40,Germany,<=50K
21,State-gov,Some-college,9,Never-married,Adm-clerical,Own-child,Black,Female,45,-1,40,United-States,<=50K
27,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,11,-1,40,United-States,<=50K
39,Local-gov,Assoc-acdm,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,-5,-2,30,United-States,<=50K
37,Private,Assoc-acdm,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3914,-1,36,United-States,>50K
65,Private,10th,4,Married-civ-spouse,Other-service,Husband,White,Male,-90,0,31,Iran,<=50K
27,Self-emp-inc,Bachelors,13,Divorced,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,9,0,40,United-States,<=50K
30,Private,5th-6th,4,Married-spouse-absent,Farming-fishing,Husband,Other,Male,-6,1,30,Mexico,<=50K
31,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,-14,-1,40,United-States,<=50K
35,Private,9th,4,Married-civ-spouse,Transport-moving,Husband,White,Female,-26,-3,40,Mexico,<=50K
40,Local-gov,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,-51,-2,37,United-States,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-43,-1,40,United-States,>50K
36,Private,Some-college,7,Never-married,Other-service,Not-in-family,White,Male,-18,1,35,United-States,<=50K
55,Self-emp-not-inc,5th-6th,15,Married-civ-spouse,Craft-repair,Husband,White,Male,-31,-1,40,United-States,>50K
40,Private,12th,4,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,-6,-1,40,Philippines,<=50K
32,Private,7th-8th,4,Married-civ-spouse,Other-service,Other-relative,White,Male,-43,1,40,Mexico,<=50K
31,Private,HS-grad,9,Never-married,Sales,Other-relative,Other,Female,67,-1,23,Laos,<=50K
47,State-gov,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Black,Male,7,-1,40,United-States,<=50K
41,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,-27,-1,40,United-States,<=50K
64,Self-emp-not-inc,Bachelors,10,Married-civ-spouse,Craft-repair,Husband,White,Male,49,-1,40,United-States,<=50K
68,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,-25,-1,36,United-States,<=50K
27,State-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,24,0,40,Portugal,<=50K
35,Private,7th-8th,4,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,-76,0,40,Canada,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-63,1,71,United-States,<=50K
28,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,-24,-2,40,United-States,<=50K
27,Private,Preschool,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,-31,1,40,Mexico,<=50K
31,Private,HS-grad,9,Separated,Exec-managerial,Own-child,Black,Male,16,-1,40,United-States,<=50K
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,1,-1,40,United-States,<=50K
42,Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,-48,2,73,United-States,<=50K
73,Local-gov,Assoc-voc,11,Never-married,Sales,Unmarried,White,Female,3,-1,40,United-States,<=50K
33,Local-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,-1,-2,40,United-States,>50K
42,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Female,-1,1,63,United-States,<=50K
49,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,-10,-2,40,Mexico,<=50K
49,Private,HS-grad,9,Separated,Adm-clerical,Own-child,White,Male,-56,1,40,United-States,<=50K
20,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,-54,1,40,United-States,<=50K
21,State-gov,Some-college,10,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,34,-1,21,United-States,<=50K
33,Private,10th,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-37,-1,40,Germany,<=50K
47,State-gov,5th-6th,3,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,-17,-1,40,Trinadad&Tobago,<=50K
30,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,-19,0,40,United-States,>50K
51,Self-emp-not-inc,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,-29,-2,40,United-States,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,35,-2,40,Philippines,>50K
19,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,<=50K
52,Local-gov,Masters,13,Divorced,Prof-specialty,Not-in-family,Black,Female,13,2,40,United-States,<=50K
22,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,-32,2,40,United-States,<=50K
54,State-gov,11th,9,Separated,Other-service,Other-relative,White,Female,26,-1,37,Hong,<=50K
22,Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,-3,0,57,United-States,<=50K
30,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,-1,-2,50,United-States,<=50K
47,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7123,0,60,United-States,>50K
74,Private,Assoc-voc,14,Divorced,Prof-specialty,Unmarried,White,Female,3,-1,35,United-States,<=50K
43,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,-20,-1,50,United-States,>50K
33,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,-38,-1,40,El-Salvador,<=50K
50,Private,Masters,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,15105,0,49,United-States,>50K
40,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,37,0,40,United-States,<=50K
56,Private,10th,6,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Female,-51,1,40,Philippines,<=50K
41,Federal-gov,Assoc-acdm,11,Divorced,Protective-serv,Not-in-family,White,Female,-7,1,35,United-States,<=50K
21,Private,Assoc-voc,9,Never-married,Sales,Own-child,White,Female,2,1,40,United-States,<=50K
19,Private,11th,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,-68,0,40,United-States,<=50K
35,Private,Some-college,4,Separated,Adm-clerical,Other-relative,White,Female,-39,-1,40,Thailand,<=50K
34,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,-36,-1,40,United-States,<=50K
54,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,10,1,64,United-States,>50K
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,6841,2,44,United-States,>50K
59,Private,9th,12,Married-spouse-absent,Other-service,Wife,White,Female,-18,2,40,Cuba,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,-1,61,United-States,>50K
20,State-gov,Some-college,10,Never-married,Sales,Own-child,White,Male,18,0,30,United-States,<=50K
54,Self-emp-not-inc,12th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,-33,-1,40,United-States,<=50K
20,Private,Bachelors,7,Never-married,Sales,Not-in-family,White,Male,-25,0,25,United-States,<=50K
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,-7,-2,23,United-States,<=50K
48,Private,11th,12,Separated,Other-service,Not-in-family,Asian-Pac-Islander,Male,-62,2,40,United-States,<=50K
21,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,-29,0,40,United-States,<=50K
31,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,30,1,40,United-States,<=50K
19,Private,HS-grad,7,Never-married,Other-service,Own-child,White,Male,-32,0,22,United-States,<=50K
47,Federal-gov,Bachelors,13,Widowed,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,-13,0,40,United-States,<=50K
57,Private,10th,3,Married-civ-spouse,Other-service,Husband,Other,Male,33,2,40,Mexico,<=50K
52,Private,5th-6th,4,Married-civ-spouse,Other-service,Husband,Black,Male,-43,1,40,Canada,<=50K
56,State-gov,Doctorate,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-71,1,44,United-States,>50K
23,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,-44,1867,40,United-States,<=50K
84,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,-56,1,57,United-States,<=50K
33,Private,11th,10,Never-married,Priv-house-serv,Not-in-family,White,Male,19,-2,36,United-States,<=50K
43,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,-24,0,22,Nicaragua,<=50K
33,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,-26,0,40,Philippines,<=50K
28,Local-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,2247,-1,40,Laos,<=50K
47,Private,HS-grad,4,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,-17,2,40,United-States,<=50K
24,Private,12th,8,Never-married,Other-service,Not-in-family,White,Male,-46,0,31,United-States,<=50K
26,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,-92,1,40,United-States,<=50K
61,Private,Some-college,4,Married-civ-spouse,Transport-moving,Husband,White,Male,-44,-1,50,United-States,<=50K
44,Self-emp-inc,Masters,12,Never-married,Adm-clerical,Unmarried,Black,Female,-49,0,36,United-States,<=50K
61,Local-gov,Some-college,10,Separated,Other-service,Unmarried,White,Female,-10,0,40,Guatemala,<=50K
42,State-gov,Masters,16,Never-married,Exec-managerial,Not-in-family,White,Female,-15,-1,62,United-States,<=50K
42,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,-12,1,75,United-States,>50K
30,State-gov,Bachelors,14,Never-married,Exec-managerial,Not-in-family,White,Female,9,0,57,India,<=50K
48,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,-3,3,40,United-States,<=50K
37,Federal-gov,Bachelors,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,14702,-2,44,India,>50K
53,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2270,0,50,United-States,<=50K
55,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,-25,0,23,United-States,<=50K
50,Local-gov,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,17,0,31,United-States,<=50K
64,Self-emp-not-inc,Prof-school,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-34,2,40,United-States,<=50K
18,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,-30,-4,15,United-States,<=50K
56,Self-emp-not-inc,Some-college,10,Separated,Sales,Unmarried,Asian-Pac-Islander,Female,-18,-2,40,Canada,<=50K
35,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,-2,-1,49,United-States,<=50K
30,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-2,1,40,United-States,<=50K
30,Private,HS-grad,4,Married-civ-spouse,Machine-op-inspct,Husband,Other,Female,-6,1,40,United-States,<=50K
27,Private,12th,12,Never-married,Other-service,Other-relative,White,Female,21,-1,9,United-States,<=50K
53,Private,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,5,0,40,United-States,<=50K
62,Private,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,-40,1,30,United-States,<=50K
34,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,-48,0,40,United-States,<=50K
48,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,-32,2043,40,United-States,>50K
36,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Male,-19,1,40,India,<=50K
50,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,11,2,40,United-States,>50K
52,Private,Doctorate,11,Married-civ-spouse,Sales,Wife,White,Female,56,1,40,Italy,>50K
34,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,-59,0,40,Philippines,>50K
42,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,-79,-2,40,United-States,<=50K
30,Private,HS-grad,9,Widowed,Other-service,Wife,Black,Female,-6,0,40,United-States,<=50K
40,Without-pay,HS-grad,9,Separated,Other-service,Husband,White,Male,-17,0,44,United-States,<=50K
45,Local-gov,Doctorate,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,14655,0,40,United-States,<=50K
29,Private,Masters,14,Widowed,Prof-specialty,Own-child,White,Female,-5,-2,35,United-States,<=50K
40,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,14898,0,35,United-States,>50K
